Pathway	G79887	G79888	G79890	G79893	G79899	G79902	G79904	G79906	G79907	G79908	G79910	G79911	G79914	G79915	G79916	G79917	G79919	G79924	G79926	G79931	G79933	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79951	G79953	G79955	G79956	G79960	G79961	G79962	G79963	G79965	G79968	G79971	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79987	G79988	G79994	G79995	G79996	G79998	G80000	G80001	G80003	G80004	G80005	G80008	G80011	G80020	G80022	G80024	G80030	G80036	G80041	G80043	G80046	G80049	G80050	G80053	G80054	G80055	G80058	G80065	G80066	G80067	G80068
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Holdemania.s__Holdemania_filiformis	5.1763e-7	1.45621e-6	2.76254e-7	0	0	0	0	0	0	9.69092e-6	0	0	0	0	0	0	0	1.92626e-7	0	0	0	0	0	0	0	5.29978e-6	0	0	0	4.41244e-7	0	0	0	0	0	7.46776e-7	0	0	8.81374e-7	0	0	0	0	0	8.84204e-7	3.17041e-7	6.92468e-7	0	0	0	0	0	0	0	0	0	3.16519e-7	0	1.18505e-6	2.09657e-7	0	0	0	0	0	0	1.5638e-7	0	0	0	0	0	1.93961e-7	1.0182e-7	0	6.23e-7	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90004e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70481e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.813e-7	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32357e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Proteus.s__Proteus_penneri	0	0	0	0	0	0	0	0	0	1.05516e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25557e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13724e-6	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis	1.54553e-5	0	0	0	0	9.12006e-6	0	0	0	0	0	6.7599e-6	0	1.13697e-6	0	0	2.18694e-5	0	0	0	4.45513e-6	0	5.54357e-6	0	9.25624e-6	0	3.50037e-5	0	0	5.19978e-6	0	0	0	1.11549e-5	2.16105e-6	0	0	0	4.63639e-6	0	0	1.87226e-6	0	5.90512e-6	0	0	5.79893e-6	0	0	0	0	0	0	0	1.07457e-5	1.6257e-5	0	0	0	0	0	0	0	1.54589e-5	0	0	0	0	0	0	1.14161e-5	0	0	0	1.67454e-5	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_atypica	0	0	0	3.95724e-7	1.66937e-6	0	0	0	0	0	0	0	0	9.0097e-7	0	0	0	0	0	0	9.58354e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20012e-7	0	0	1.75867e-6	2.15354e-6	0	0	0	0	0	5.2604e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar	0	1.40046e-6	0	0	1.1746e-6	0	0	0	0	0	0	0	0	1.11904e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49567e-7	0	0	0	0	0	0	0	0	2.45474e-6	0	0	0	0	0	2.55106e-7	0	2.16705e-7	0	0	0	0	0	0	0	0	2.65303e-7	0	0	8.63363e-7	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula	0	1.82179e-6	0	0	0	0	0	0	0	2.79011e-6	0	0	0	1.79758e-5	0	0	0	5.82936e-7	0	0	0	6.84645e-7	0	8.94826e-6	0	1.61319e-7	0	0	0	0	9.38492e-6	0	0	0	0	0	8.74808e-6	0	0	0	5.04856e-7	0	0	0	0	0	0	0	0	0	0	0	0	8.50481e-6	4.13874e-6	0	0	0	0	0	9.10064e-7	0	0	5.24158e-7	0	0	0	0	0	0	0	5.27257e-7	0	0	3.75834e-6	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_ratti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75548e-6	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	1.24043e-5	3.01834e-5	1.09398e-5	0	0	2.95115e-5	0	0	5.41169e-5	5.09001e-5	1.38429e-5	7.41684e-6	6.92146e-6	0	0	0	1.13833e-4	0	0	0	8.32056e-6	0	0	1.3329e-5	0	2.87386e-5	9.31273e-5	5.56406e-6	1.3532e-5	3.12036e-5	0	1.76152e-5	7.26275e-5	1.27327e-4	0	1.2324e-5	1.03956e-5	2.18778e-5	3.8816e-5	1.67653e-5	0	0	7.57734e-6	0	2.38657e-5	1.74098e-5	4.09755e-5	0	7.37899e-6	1.05829e-5	0	0	0	0	0	1.53187e-4	7.25349e-6	0	0	3.7681e-6	4.52223e-6	2.92026e-5	0	0	4.24978e-5	1.96293e-5	3.22518e-5	1.39291e-5	1.28738e-5	0	9.56311e-5	4.15019e-6	0	1.06906e-5	1.80611e-5	2.99521e-5	0	5.99224e-6
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	9.07018e-6	9.9265399999999993e-05	9.67976e-6	3.56125e-5	2.15142e-5	5.5891e-6	0	5.5159e-6	8.28369e-6	1.89349e-5	5.35113e-6	1.54399e-6	9.72235e-7	4.41385e-5	6.99156e-5	0	1.48815e-5	6.11192e-5	0	0	2.62733e-5	0	1.35935e-5	8.28387e-6	8.55325e-7	1.12464e-5	2.73587e-6	1.7283e-5	2.0809699999999998e-05	2.43396e-5	7.51049e-6	5.10946e-5	2.74379e-5	2.47337e-5	5.93916e-6	9.75444e-6	4.0914e-5	7.82835e-6	3.72518e-5	2.64752e-5	4.26005e-6	3.96835e-5	1.44969e-5	9.41583e-6	4.30854e-5	5.18643e-5	1.91629e-5	1.32287e-6	3.55744e-5	5.35571e-6	5.45479e-5	4.25028e-5	2.96613e-5	2.30298e-5	5.33349e-5	1.1331e-5	1.15335e-5	6.23365e-6	0	7.981e-5	4.87372e-5	9.12279e-6	3.8345e-5	1.06019e-6	1.39322e-5	6.73247e-5	4.91833e-5	4.87272e-5	1.03042e-5	7.53979e-6	1.04563e-5	2.06524e-5	9.72834e-5	1.12869e-6	1.21754e-5	4.49509e-5	2.19152e-5	1.89947e-5
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	1.92971e-5	1.33321e-5	6.41047e-7	0	0	4.78832e-6	0	3.23981e-6	0	0	0	3.75165e-5	0	1.06723e-6	2.73093e-5	0	0	5.1171e-6	0	0	0	0	0	0	0	0	8.82287e-6	0	1.65602e-6	0	3.17215e-6	0	0	0	3.28711e-6	1.04819e-5	3.40644e-6	0	0	0	0	1.74174e-6	4.48492e-6	5.58716e-6	0	2.10708e-5	0	3.62955e-5	1.80313e-5	1.07483e-5	4.16884e-6	0	2.32668e-6	0	0	0	3.75738e-5	9.65545e-6	6.53534e-6	1.64367e-5	0	1.76175e-6	5.26277e-5	0	7.79373e-6	0	0	3.74384e-6	2.62026e-6	5.78712e-5	5.13259e-7	0	0	4.66637e-6	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76626e-6	0	0	0	0	0	0	1.55806e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	2.65673e-6	0	7.13238e-6	3.87255e-6	1.73633e-6	2.24004e-6	0	0	0	0	0	0	9.66071e-7	0	0	0	1.23529e-6	7.47132e-6	0	0	4.1541e-6	0	5.21709e-6	3.10362e-7	0	0	0	0	1.61772e-5	2.2374e-6	7.74953e-7	3.33323e-5	0	1.12632e-6	0	0	0	0	5.605e-6	7.52703e-7	0	0	0	3.23432e-6	2.15383e-5	0	1.19056e-6	1.29094e-6	0	0	0	0	3.2336e-6	1.5872e-6	0	6.09996e-7	0	4.21331e-6	0	0	1.02678e-5	0	5.012e-6	0	0	0	0	1.0106e-6	0	0	6.28186e-7	1.87232e-6	0	5.47011e-7	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Campylobacter.s__Campylobacter_gracilis	0	4.83519e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	2.65757e-7	0	4.82253e-7	0	1.16405e-7	0	0	0	0	0	0	0	0	0	0	0	0	4.24907e-7	0	0	0	0	0	0	0	1.1248e-6	0	0	0	1.70141e-7	0	0	4.63203e-7	0	0	3.53013e-6	0	0	1.89012e-7	1.07587e-6	0	0	0	0	0	8.79487e-7	0	0	0	0	2.9537e-7	0	0	0	0	0	4.18871e-6	0	0	1.47969e-6	3.72164e-6	0	2.74755e-7	0	0	0	0	6.3494e-7	0	0	0	4.84783e-7	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	2.24711e-6	0	0	0	0	0	0	0	2.8362e-6	8.77675e-7	0	0	8.84214e-6	0	0	0	1.00425e-6	0	0	0	0	7.91645e-7	2.23475e-6	0	1.03509e-6	1.96586e-6	1.00052e-5	0	0	0	0	2.89199e-6	5.48198e-7	3.7443e-7	0	4.89191e-6	0	0	0	0	2.96137e-5	1.03731e-5	0	0	1.95928e-5	0	0	0	3.71911e-6	4.37202e-6	0	0	6.23202e-6	0	0	0	0	0	2.88068e-6	4.006e-6	0	8.64885e-7	0	0	0	3.13252e-5	0	6.69183e-7	4.4289e-6	4.69434e-6	1.28825e-6	0	0	8.09697e-7	2.59134e-5	0	7.23354e-7
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Porphyromonas.s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02805e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Prevotella.s__Prevotella_buccae	0	6.36295e-5	0	0	0	0	0	0	0	6.46609e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44634e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82581e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	3.43533e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Veillonella.s__Veillonella_dispar	0	0	0	1.29357e-6	3.72771e-7	0	0	0	0	0	0	0	0	2.5413e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20424e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48959e-7	7.01992e-6	0	0	0	0	0	1.06226e-6	0	0	0	0	0	0	0	0	0	0	1.57944e-6	0	0	1.03827e-6	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	0	0	0	8.48501e-7	0	0	0	0	9.06139e-7	0	0	0	2.03123e-5	0	0	0	0	0	0	0	0	0	4.44727e-6	0	0	0	0	0	0	5.75762e-6	0	0	0	2.65199e-6	0	1.45213e-5	0	0	0	6.85055e-7	0	0	0	0	0	0	0	0	0	0	0	0	4.24619e-6	6.62984e-7	0	0	0	0	0	0	0	0	4.51542e-7	0	0	0	0	0	0	0	3.11443e-7	0	0	2.87177e-6	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	0	2.37057e-6	0	0	1.0843e-6	0	0	0	1.737e-6	1.72901e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65356e-6	0	0	0	0	1.3438e-6	0	0	0	3.98806e-6	1.45658e-6	3.60687e-6	0	0	0	0	0	0	0	4.00636e-6	0	0	0	0	1.60983e-6	0	0	0	0	0	0	0	1.79434e-6	0	0	0	0	9.70834e-6	1.65322e-6	0	0	0	0	0	1.11764e-6	1.97002e-6	0	0	0	0	1.29625e-5
PWY-6151: S-adenosyl-L-methionine cycle I	4.42038e-4	3.1644e-4	4.08482e-4	2.60706e-4	4.83166e-4	3.90854e-4	4.01037e-6	1.44347e-4	2.61974e-4	2.62535e-4	2.38944e-4	4.51564e-4	4.6523e-4	3.51616e-4	3.53442e-4	5.01651e-5	0.00105568	4.77962e-4	3.00667e-4	8.99487e-5	4.02644e-4	1.75217e-4	3.99122e-4	1.75381e-4	3.98971e-4	5.14663e-4	4.87959e-4	6.22727e-4	5.15915e-4	4.90469e-4	4.24028e-4	3.4625e-4	1.83362e-4	9.22082e-4	2.07427e-4	6.40717e-4	6.73308e-4	3.31409e-4	4.987e-4	2.69683e-4	2.32068e-4	2.68453e-4	4.33945e-4	4.29469e-4	3.80129e-4	2.84606e-4	4.31675e-4	2.56926e-4	5.00383e-4	4.67104e-4	3.32482e-4	8.71483e-4	3.18218e-4	9.36e-5	2.32153e-4	0.00103894	6.20906e-4	6.86737e-4	6.0841e-4	5.01366e-4	3.20284e-4	3.12708e-4	4.83017e-4	6.5492e-4	3.28274e-4	5.78384e-4	2.55724e-4	3.96618e-4	4.3968e-4	6.66186e-4	8.20734e-4	3.81095e-4	3.96187e-4	4.53734e-4	3.62013e-4	2.52091e-4	3.78439e-4	8.26396e-4
PWY-6151: S-adenosyl-L-methionine cycle I|g__Anaerostipes.s__Anaerostipes_hadrus	7.3115e-6	3.86913e-6	0	0	0	0	0	0	0	3.44534e-6	0	0	0	0	1.86444e-6	0	0	0	0	0	0	0	0	0	0	2.45239e-6	2.14456e-6	0	3.92516e-6	1e-5	0	0	0	0	0	0	0	0	0	5.21946e-6	0	0	5.68132e-7	0	0	0	8.49726e-7	0	0	0	0	0	0	0	4.09244e-7	0	0	0	0	3.18997e-6	4.28235e-7	0	0	0	0	0	0	8.84293e-7	0	0	0	0	0	6.92362e-7	8.13448e-7	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1735e-6	0	0	5.87039e-7	0	0	0	0	2.6105e-7	3.27518e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78005e-7	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24867e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21103e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16843e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22834e-6	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_dorei	3.39196e-5	0	0	0	0	2.04897e-5	6.00742e-7	0	6.22146e-7	0	1.53718e-6	2.84805e-5	4.42383e-5	1.5353e-7	0	0	0	0	0	0	2.42301e-5	0	0	1.36674e-5	0	1.15109e-5	0	5.50219e-6	6.9684e-5	7.70803e-6	2.30839e-6	8.94641e-5	0	1.5417e-6	0	1.32548e-4	0	0	2.18425e-5	0	2.83202e-5	1.62251e-4	2.04143e-4	0	1.24583e-4	1.24218e-5	1.35477e-5	0	0	0	5.90156e-5	2.98268e-6	0	1.00713e-6	0	1.75854e-6	1.22713e-4	3.07306e-6	4.74077e-4	4.0761e-6	1.46167e-5	9.64943e-7	0	0	1.09661e-6	3.05987e-4	0	0	0	0	2.25041e-6	5.5356e-6	5.25195e-7	0	0	0	0	2.02287e-5
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	1.95118e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13281e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12912e-6	1.2595e-5	0	0	0	0	0	0	0	0	0	0	5.48329e-5	1.11657e-5	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	2.43912e-5	0	0	0	0	0	0	0	0	0	0	1.93025e-5	2.60031e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26071e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23665e-5	0	0	5.79544e-5	0	0	7.24908e-7	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	2.1379e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35978e-5	0	0	0	0	0	0	0	5.73794e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39317e-5	0	0	3.75065e-5	0	0	5.87888e-5	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.616e-5	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_stercoris	0	0	1.68327e-4	0	0	0	0	0	5.48541e-6	0	5.01348e-5	0	0	6.18173e-7	1.23197e-5	0	0	0	0	0	0	5.98476e-6	2.81745e-4	0	0	0	0	3.38126e-7	0	4.32794e-5	1.01715e-6	0	3.57847e-5	0	0	0	0	1.54085e-5	5.36267e-5	3.7305e-5	1.1683e-6	0	0	2.86995e-4	0	3.26785e-6	1.55832e-5	0	1.59461e-4	0	2.4416e-5	4.59389e-6	0	1.35513e-5	0	0	0	0	0	1.51611e-5	2.93763e-6	2.44419e-7	0	0	5.72565e-7	0	3.00517e-5	5.89837e-5	0	0	0	5.27999e-6	2.5229e-6	6.12598e-5	0	2.84931e-5	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis	4.68819e-5	0	3.71139e-7	0	0	3.44755e-5	0	4.05842e-6	2.89773e-6	0	6.86315e-5	2.27817e-5	0	3.23062e-5	7.82113e-5	3.59449e-6	2.29691e-5	1.05199e-7	1.16578e-4	0	6.06207e-5	4.42876e-5	0	1.35654e-7	3.55156e-5	4.44059e-7	4.9422e-6	1.36858e-5	7.6805e-5	2.51161e-5	4.31903e-5	8.05073e-5	1.99512e-5	2.16099e-5	1.74174e-5	7.80935e-5	5.32948e-4	1.50777e-5	1.04323e-5	5.00444e-5	0	1.62604e-5	6.11496e-5	0	1.04337e-4	2.36963e-5	6.93681e-6	4.4122e-5	1.69139e-4	0	3.80479e-5	1.98546e-6	0	1.29934e-6	0	2.27835e-5	1.44024e-4	2.17893e-6	0	2.46028e-6	3.47723e-5	5.40589e-5	0	8.65318e-5	2.01376e-5	1.40308e-4	3.27608e-5	1.15927e-4	0	2.65652e-4	3.34436e-5	4.06002e-5	8.3889e-5	5.46318e-5	0	2.11329e-5	0	1.23984e-5
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	1.72555e-4	0	7.79152e-7	1.40976e-4	2.89151e-4	1.11829e-4	2.18683e-6	3.82264e-5	1.93744e-5	0	2.12776e-5	1.61671e-4	2.42287e-4	1.70828e-4	7.2585e-5	3.45826e-5	2.07807e-5	2.10074e-4	8.19285e-5	2.0921e-5	1.46195e-4	9.28179e-5	0	5.55212e-5	1.34376e-4	2.20235e-4	3.3329e-6	3.73134e-5	2.0017e-4	6.79611e-5	2.82918e-4	0	0	3.34601e-5	8.96004e-5	1.94571e-4	0	5.42579e-5	2.18692e-4	7.43365e-5	6.08124e-6	3.61926e-7	4.56246e-5	0	0	8.28948e-5	1.58305e-4	1.59833e-4	8.07826e-5	3.63994e-4	0	8.32056e-5	1.95715e-4	2.21597e-5	0	2.94666e-5	7.1757e-5	2.30181e-5	6.92347e-7	6.23016e-5	5.72819e-5	4.65061e-5	2.81602e-4	3.28204e-4	4.11494e-5	0	9.4856e-5	7.22259e-5	3.39864e-4	2.74058e-4	3.61383e-5	6.51307e-5	5.90791e-5	1.30523e-4	0	5.28594e-7	2.38311e-4	1.77891e-4
PWY-6151: S-adenosyl-L-methionine cycle I|g__Barnesiella.s__Barnesiella_intestinihominis	2.76311e-7	0	0	0	0	7.94039e-6	0	0	5.29623e-6	0	0	0	0	0	0	0	4.76238e-7	0	0	4.20713e-6	0	0	0	0	0	0	0	0	0	1.43616e-5	0	0	0	1.15023e-6	0	0	0	1.77164e-5	1.43615e-5	0	0	0	0	0	0	0	3.69542e-5	0	0	0	0	0	0	0	0	5.1001e-6	0	0	0	0	0	2.23303e-5	0	0	2.86931e-5	0	0	0	0	0	2.03247e-6	0	0	7.34031e-6	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	5.90479e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12042e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2218e-7	0	6.38634e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99666e-6	0	0	0	0	0	0	0	0	0	0	0	4.1667e-7	2.8068e-7	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20809e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37934e-6	0	0	0	0	0	0	0	0	0	0	4.24906e-6	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58961e-6	0	0	0	0	0	0	0	0	0	2.39406e-7	0	0	0	0	0	0	0	0	0	0	4.07301e-7	0	0	0	0	0	7.8581e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06153e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	5.83294e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27943e-6	0	0	0	1.21867e-6	0	4.72082e-7	0	0	0	0	0	0	0	0	0	0	1.32888e-6	1.91983e-7	0	0	2.1542e-6	0	0	0	0	3.02926e-7	0	2.32249e-6	0	0	0	0	0	2.28093e-6	0	0	1.58523e-6	1.30012e-6	0	3.46546e-7	0	0	0	0	1.53795e-7	0	0	0	0	0	0	2.97941e-7	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50669e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
